Distrito,cabecera.distrital,Partido,Estado,Media,Rango menor,Rango superior
E16D12,APATZINGAN DE LA CONSTITUCION,RSP,MICHOACÁN,5.76%,0,13.82%
E16D6,CIUDAD HIDALGO,RSP,MICHOACÁN,7.00%,0,14.37%
E16D3,HEROICA ZITACUARO,RSP,MICHOACÁN,6.34%,0,14.99%
E16D4,JIQUILPAN DE JUAREZ,RSP,MICHOACÁN,5.36%,0,11.15%
E16D1,LAZARO CARDENAS,RSP,MICHOACÁN,3.71%,0,10.76%
E16D10,MORELIA,RSP,MICHOACÁN,3.21%,0,7.72%
E16D8,MORELIA,RSP,MICHOACÁN,3.85%,0,8.48%
E16D11,PATZCUARO,RSP,MICHOACÁN,6.48%,0,14.77%
E16D2,PURUANDIRO,RSP,MICHOACÁN,6.75%,0,15.47%
E16D9,URUAPAN DEL PROGRESO,RSP,MICHOACÁN,5.37%,0,13.88%
E16D7,ZACAPU,RSP,MICHOACÁN,5.77%,0,11.94%
E16D5,ZAMORA DE HIDALGO,RSP,MICHOACÁN,5.33%,1.02%,8.95%
E17D3,CUAUTLA,RSP,MORELOS,7.91%,1.63%,13.19%
E17D1,CUERNAVACA,RSP,MORELOS,4.94%,-0.59%,9.58%
E17D2,JIUTEPEC,RSP,MORELOS,6.16%,0.16%,11.20%
E17D4,JOJUTLA,RSP,MORELOS,5.86%,0,11.78%
E17D5,YAUTEPEC,RSP,MORELOS,11.09%,7.32%,14.25%
E15D21,AMECAMECA DE JUAREZ,RSP,MÉXICO,3.83%,0.58%,6.56%
E15D3,ATLACOMULCO DE FABELA,RSP,MÉXICO,3.10%,-0.21%,5.89%
E15D20,CD. NEZAHUALCOYOTL,RSP,MÉXICO,6.51%,0,17.37%
E15D29,CD. NEZAHUALCOYOTL,RSP,MÉXICO,6.59%,0,17.69%
E15D31,CD. NEZAHUALCOYOTL,RSP,MÉXICO,8.54%,0,24.46%
E15D33,CHALCO DE DIAZ COVARRUBIAS,RSP,MÉXICO,3.08%,0,7.35%
E15D25,CHIMALHUACAN,RSP,MÉXICO,3.50%,-0.61%,6.95%
E15D30,CHIMALHUACAN,RSP,MÉXICO,6.24%,0,13.84%
E15D14,CIUDAD ADOLFO LOPEZ MATEOS,RSP,MÉXICO,3.35%,-0.18%,6.30%
E15D15,CIUDAD ADOLFO LOPEZ MATEOS,RSP,MÉXICO,3.54%,0.01%,6.50%
E15D6,COACALCO DE BERRIOZABAL,RSP,MÉXICO,4.27%,0,8.81%
E15D37,CUAUTITLAN,RSP,MÉXICO,3.15%,0,6.61%
E15D7,CUAUTITLAN IZCALLI,RSP,MÉXICO,2.71%,1.01%,4.14%
E15D10,ECATEPEC DE MORELOS,RSP,MÉXICO,4.40%,0.02%,8.07%
E15D11,ECATEPEC DE MORELOS,RSP,MÉXICO,4.27%,-0.07%,7.92%
E15D13,ECATEPEC DE MORELOS,RSP,MÉXICO,3.99%,-0.33%,7.62%
E15D16,ECATEPEC DE MORELOS,RSP,MÉXICO,3.72%,0.22%,6.66%
E15D17,ECATEPEC DE MORELOS,RSP,MÉXICO,4.31%,0.21%,7.75%
E15D18,HUIXQUILUCAN DE DEGOLLADO,RSP,MÉXICO,2.72%,-0.21%,5.19%
E15D12,IXTAPALUCA,RSP,MÉXICO,4.69%,0,10.73%
E15D1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,RSP,MÉXICO,5.22%,0.38%,9.29%
E15D23,LERMA DE VILLADA,RSP,MÉXICO,2.71%,-0.40%,5.32%
E15D39,LOS REYES ACAQUILPAN,RSP,MÉXICO,3.05%,0,6.55%
E15D27,METEPEC,RSP,MÉXICO,1.92%,0,4.13%
E15D22,NAUCALPAN DE JUAREZ,RSP,MÉXICO,1.06%,0,2.81%
E15D24,NAUCALPAN DE JUAREZ,RSP,MÉXICO,1.49%,0,3.73%
E15D4,NICOLAS ROMERO,RSP,MÉXICO,2.17%,-0.29%,4.23%
E15D41,OJO DE AGUA,RSP,MÉXICO,2.86%,0,6.12%
E15D9,SAN FELIPE DEL PROGRESO,RSP,MÉXICO,3.37%,0,6.80%
E15D40,SAN MIGUEL ZINACANTEPEC,RSP,MÉXICO,3.25%,0.74%,5.34%
E15D2,SANTA MARIA TULTEPEC,RSP,MÉXICO,3.27%,0,7.16%
E15D36,TEJUPILCO DE HIDALGO,RSP,MÉXICO,4.15%,0,8.70%
E15D35,TENANCINGO DE DEGOLLADO,RSP,MÉXICO,3.05%,0.88%,4.87%
E15D5,TEOTIHUACAN DE ARISTA,RSP,MÉXICO,2.80%,0.18%,5.00%
E15D38,TEXCOCO DE MORA,RSP,MÉXICO,2.29%,0.10%,4.13%
E15D19,TLALNEPANTLA DE BAZ,RSP,MÉXICO,2.33%,0,5.06%
E15D26,TOLUCA DE LERDO,RSP,MÉXICO,2.15%,0,4.62%
E15D34,TOLUCA DE LERDO,RSP,MÉXICO,1.59%,0,3.18%
E15D8,TULTITLAN DE MARIANO ESCOBEDO,RSP,MÉXICO,4.04%,0.51%,7.00%
E15D32,VALLE DE CHALCO SOLIDARIDAD,RSP,MÉXICO,4.69%,0,11.63%
E15D28,ZUMPANGO DE OCAMPO,RSP,MÉXICO,5.01%,2.42%,7.18%
E18D3,COMPOSTELA,RSP,NAYARIT,0.35%,0,1.57%
E18D1,SANTIAGO IXCUINTLA,RSP,NAYARIT,4.73%,0,9.58%
E18D2,TEPIC,RSP,NAYARIT,3.42%,0,8.25%
E19D2,APODACA,RSP,NUEVO LEÓN,2.35%,0,5.78%
E19D12,BENITO JUAREZ,RSP,NUEVO LEÓN,4.45%,-0.53%,8.63%
E19D7,GARCIA,RSP,NUEVO LEÓN,2.44%,0,5.47%
E19D3,GRAL. ESCOBEDO,RSP,NUEVO LEÓN,1.87%,0,5.20%
E19D11,GUADALUPE,RSP,NUEVO LEÓN,1.68%,0,4.20%
E19D8,GUADALUPE,RSP,NUEVO LEÓN,1.46%,0,4.27%
E19D9,LINARES,RSP,NUEVO LEÓN,4.35%,-0.63%,8.52%
E19D10,MONTERREY,RSP,NUEVO LEÓN,0.97%,0,3.47%
E19D5,MONTERREY,RSP,NUEVO LEÓN,1.07%,0,5.17%
E19D6,MONTERREY,RSP,NUEVO LEÓN,1.16%,0,4.10%
E19D4,SAN NICOLAS DE LOS GARZA,RSP,NUEVO LEÓN,1.58%,0,4.24%
E19D1,SANTA CATARINA,RSP,NUEVO LEÓN,1.91%,0,3.95%
E20D7,CIUDAD IXTEPEC,RSP,OAXACA,5.07%,0.80%,8.65%
E20D3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,RSP,OAXACA,3.49%,0.25%,6.20%
E20D6,HEROICA CIUDAD DE TLAXIACO,RSP,OAXACA,3.78%,0,8.10%
E20D10,MIAHUATLAN DE PORFIRIO DIAZ,RSP,OAXACA,2.35%,0.38%,4.00%
E20D8,OAXACA DE JUAREZ,RSP,OAXACA,2.11%,0,4.49%
E20D9,PUERTO ESCONDIDO,RSP,OAXACA,4.43%,1.65%,6.76%
E20D5,SALINA CRUZ,RSP,OAXACA,1.82%,0,4.00%
E20D1,SAN JUAN BAUTISTA TUXTEPEC,RSP,OAXACA,5.26%,2.46%,7.61%
E20D2,TEOTITLAN DE FLORES MAGON,RSP,OAXACA,8.00%,5.61%,10.00%
E20D4,TLACOLULA DE MATAMOROS,RSP,OAXACA,2.64%,0.09%,4.78%
E21D14,ACATLAN DE OSORIO,RSP,PUEBLA,3.08%,-0.22%,5.84%
E21D4,AJALPAN,RSP,PUEBLA,2.02%,0,4.92%
E21D13,ATLIXCO,RSP,PUEBLA,4.05%,-0.15%,7.57%
E21D10,CHOLULA DE RIVADAVIA,RSP,PUEBLA,4.12%,0.68%,7.00%
E21D8,CIUDAD SERDAN,RSP,PUEBLA,4.51%,1.13%,7.35%
E21D2,CUAUTILULCO BARRIO,RSP,PUEBLA,3.20%,-0.56%,6.35%
E21D11,HEROICA PUEBLA DE ZARAGOZA,RSP,PUEBLA,3.30%,0.69%,5.48%
E21D12,HEROICA PUEBLA DE ZARAGOZA,RSP,PUEBLA,3.52%,0.51%,6.04%
E21D6,HEROICA PUEBLA DE ZARAGOZA,RSP,PUEBLA,3.05%,0.94%,4.82%
E21D9,HEROICA PUEBLA DE ZARAGOZA,RSP,PUEBLA,3.03%,1.15%,4.60%
E21D1,HUAUCHINANGO DE DEGOLLADO,RSP,PUEBLA,1.84%,0,4.46%
E21D5,SAN MARTIN TEXMELUCAN DE LABASTIDA,RSP,PUEBLA,3.55%,0.83%,5.83%
E21D15,TEHUACAN,RSP,PUEBLA,3.52%,1.46%,5.24%
E21D7,TEPEACA,RSP,PUEBLA,3.16%,-0.19%,5.97%
E21D3,TEZIUTLAN,RSP,PUEBLA,2.44%,0,5.60%
E22D1,CADEREYTA DE MONTES,RSP,QUERÉTARO,2.97%,0,7.04%
E22D5,EL PUEBLITO,RSP,QUERÉTARO,1.73%,0,4.60%
E22D2,SAN JUAN DEL RIO,RSP,QUERÉTARO,2.79%,0.24%,4.93%
E22D3,SANTIAGO DE QUERETARO,RSP,QUERÉTARO,1.67%,0,3.41%
E22D4,SANTIAGO DE QUERETARO,RSP,QUERÉTARO,1.54%,0,3.16%
E23D3,CANCUN,RSP,QUINTANA ROO,5.75%,0.77%,9.94%
E23D4,CANCUN,RSP,QUINTANA ROO,5.22%,0.49%,9.19%
E23D2,CHETUMAL,RSP,QUINTANA ROO,3.78%,0.52%,6.52%
E23D1,PLAYA DEL CARMEN,RSP,QUINTANA ROO,2.35%,-0.43%,4.68%
E24D4,CIUDAD VALLES,RSP,SAN LUIS POTOSÍ,4.50%,2.35%,6.30%
E24D1,MATEHUALA,RSP,SAN LUIS POTOSÍ,3.53%,-0.01%,6.50%
E24D3,RIOVERDE,RSP,SAN LUIS POTOSÍ,3.24%,0.02%,5.94%
E24D5,SAN LUIS POTOSI,RSP,SAN LUIS POTOSÍ,4.17%,0.69%,7.09%
E24D6,SAN LUIS POTOSI,RSP,SAN LUIS POTOSÍ,5.31%,1.41%,8.58%
E24D2,SOLEDAD DE GRACIANO SANCHEZ,RSP,SAN LUIS POTOSÍ,7.40%,0,15.29%
E24D7,TAMAZUNCHALE,RSP,SAN LUIS POTOSÍ,4.29%,1.80%,6.37%
E25D5,CULIACAN DE ROSALES,RSP,SINALOA,1.78%,0,3.95%
E25D7,CULIACAN DE ROSALES,RSP,SINALOA,2.21%,-0.13%,4.18%
E25D3,GUAMUCHIL,RSP,SINALOA,1.96%,0,4.45%
E25D4,GUASAVE,RSP,SINALOA,0.00%,0,1.88%
E25D2,LOS MOCHIS,RSP,SINALOA,1.20%,0,3.43%
E25D1,MAZATLAN,RSP,SINALOA,1.43%,0,4.24%
E25D6,MAZATLAN,RSP,SINALOA,3.44%,0.41%,5.98%
E26D6,CD. OBREGON,RSP,SONORA,1.77%,0,4.23%
E26D4,GUAYMAS,RSP,SONORA,1.16%,0,2.86%
E26D3,HERMOSILLO,RSP,SONORA,0.34%,0,1.56%
E26D5,HERMOSILLO,RSP,SONORA,0.72%,0,2.36%
E26D7,NAVOJOA,RSP,SONORA,0.32%,0,2.06%
E26D2,NOGALES,RSP,SONORA,0.31%,0,2.36%
E26D1,SAN LUIS RIO COLORADO,RSP,SONORA,1.30%,0,2.93%
E27D3,COMALCALCO,RSP,TABASCO,4.95%,0,12.99%
E27D2,HEROICA CARDENAS,RSP,TABASCO,3.24%,0,10.95%
E27D1,MACUSPANA,RSP,TABASCO,3.06%,0,6.95%
E27D5,PARAISO,RSP,TABASCO,3.20%,0,7.80%
E27D4,VILLAHERMOSA,RSP,TABASCO,2.58%,0,5.41%
E27D6,VILLAHERMOSA,RSP,TABASCO,2.91%,0,6.99%
E28D7,CIUDAD MADERO,RSP,TAMAULIPAS,2.34%,0,4.72%
E28D6,CIUDAD MANTE,RSP,TAMAULIPAS,2.20%,0,5.80%
E28D5,CIUDAD VICTORIA,RSP,TAMAULIPAS,0.67%,0,4.44%
E28D4,H. MATAMOROS,RSP,TAMAULIPAS,0.34%,0,3.47%
E28D1,NUEVO LAREDO,RSP,TAMAULIPAS,0.46%,0,4.00%
E28D2,REYNOSA,RSP,TAMAULIPAS,1.63%,0,4.48%
E28D9,REYNOSA,RSP,TAMAULIPAS,1.82%,0.13%,3.24%
E28D3,RIO BRAVO,RSP,TAMAULIPAS,0.69%,0,3.73%
E28D8,TAMPICO,RSP,TAMAULIPAS,1.43%,0,3.23%
E29D1,APIZACO,RSP,TLAXCALA,0.77%,0,2.25%
E29D2,TLAXCALA DE XICOHTENCATL,RSP,TLAXCALA,2.72%,0.43%,4.65%
E29D3,ZACATELCO,RSP,TLAXCALA,6.64%,4.03%,8.83%
E30D9,COATEPEC,RSP,VERACRUZ,1.87%,0,4.88%
E30D11,COATZACOALCOS,RSP,VERACRUZ,0.88%,0,2.54%
E30D16,CORDOBA,RSP,VERACRUZ,1.73%,0,4.09%
E30D17,COSAMALOAPAN,RSP,VERACRUZ,2.51%,-0.47%,5.01%
E30D20,COSOLEACAQUE,RSP,VERACRUZ,1.90%,0,4.13%
E30D13,HUATUSCO,RSP,VERACRUZ,3.97%,2.44%,5.26%
E30D7,MARTINEZ DE LA TORRE,RSP,VERACRUZ,2.72%,0,5.50%
E30D14,MINATITLAN,RSP,VERACRUZ,1.23%,0,2.48%
E30D15,ORIZABA,RSP,VERACRUZ,1.63%,0,4.58%
E30D1,PANUCO,RSP,VERACRUZ,2.57%,0,7.41%
E30D6,PAPANTLA DE OLARTE,RSP,VERACRUZ,3.93%,0,10.17%
E30D5,POZA RICA DE HIDALGO,RSP,VERACRUZ,5.25%,0,13.03%
E30D19,SAN ANDRES TUXTLA,RSP,VERACRUZ,2.36%,0,5.01%
E30D2,TANTOYUCA,RSP,VERACRUZ,2.21%,0,5.96%
E30D3,TUXPAN DE RODRIGUEZ CANO,RSP,VERACRUZ,0.08%,0,1.73%
E30D12,VERACRUZ,RSP,VERACRUZ,0.85%,0,2.26%
E30D4,VERACRUZ,RSP,VERACRUZ,0.50%,0,2.11%
E30D10,XALAPA,RSP,VERACRUZ,1.61%,0,4.16%
E30D8,XALAPA,RSP,VERACRUZ,0.88%,0,2.84%
E30D18,ZONGOLICA,RSP,VERACRUZ,1.57%,0,4.06%
E31D3,MERIDA,RSP,YUCATÁN,0.00%,0,1.68%
E31D4,MERIDA,RSP,YUCATÁN,0.00%,0,1.43%
E31D2,PROGRESO,RSP,YUCATÁN,2.80%,0.57%,4.68%
E31D5,TICUL,RSP,YUCATÁN,2.10%,0,4.73%
E31D1,VALLADOLID,RSP,YUCATÁN,0.33%,0,3.59%
E32D1,FRESNILLO,RSP,ZACATECAS,3.41%,0,9.04%
E32D4,GUADALUPE,RSP,ZACATECAS,3.15%,0,8.16%
E32D2,JEREZ DE GARCIA SALINAS,RSP,ZACATECAS,4.13%,0,10.43%
E32D3,ZACATECAS,RSP,ZACATECAS,6.31%,0.07%,11.55%
E1D2,AGUASCALIENTES,OTROS,AGUASCALIENTES,5.08%,0,11.97%
E1D3,AGUASCALIENTES,OTROS,AGUASCALIENTES,4.61%,0,11.59%
E1D1,JESUS MARIA,OTROS,AGUASCALIENTES,3.99%,0,12.23%
E2D3,ENSENADA,OTROS,BAJA CALIFORNIA,3.66%,0,7.93%
E2D1,MEXICALI,OTROS,BAJA CALIFORNIA,3.43%,0,7.61%
E2D2,MEXICALI,OTROS,BAJA CALIFORNIA,3.43%,0,7.22%
E2D7,MEXICALI,OTROS,BAJA CALIFORNIA,3.33%,0,6.87%
E2D4,TIJUANA,OTROS,BAJA CALIFORNIA,2.58%,0,5.48%
E2D5,TIJUANA,OTROS,BAJA CALIFORNIA,3.28%,0,6.98%
E2D6,TIJUANA,OTROS,BAJA CALIFORNIA,3.44%,0,7.09%
E2D8,TIJUANA,OTROS,BAJA CALIFORNIA,2.95%,-0.31%,5.69%
E3D1,LA PAZ,OTROS,BAJA CALIFORNIA SUR,5.59%,1.46%,9.06%
E3D2,SAN JOSE DEL CABO,OTROS,BAJA CALIFORNIA SUR,5.26%,0.13%,9.56%
E4D2,CIUDAD DEL CARMEN,OTROS,CAMPECHE,5.68%,0,12.58%
E4D1,SAN FRANCISCO DE CAMPECHE,OTROS,CAMPECHE,7.42%,0,14.95%
E7D2,BOCHIL,OTROS,CHIAPAS,10.31%,0,24.29%
E7D8,COMITAN DE DOMINGUEZ,OTROS,CHIAPAS,11.85%,0,27.33%
E7D13,HUEHUETAN,OTROS,CHIAPAS,12.45%,0,25.94%
E7D11,LAS MARGARITAS,OTROS,CHIAPAS,12.70%,0,29.96%
E7D3,OCOSINGO,OTROS,CHIAPAS,11.60%,0,28.77%
E7D1,PALENQUE,OTROS,CHIAPAS,11.00%,0,26.63%
E7D4,PICHUCALCO,OTROS,CHIAPAS,11.82%,0,28.78%
E7D5,SAN CRISTOBAL DE LAS CASAS,OTROS,CHIAPAS,11.81%,0,27.20%
E7D12,TAPACHULA,OTROS,CHIAPAS,7.70%,0,20.73%
E7D7,TONALA,OTROS,CHIAPAS,9.84%,0,25.09%
E7D6,TUXTLA GUTIERREZ,OTROS,CHIAPAS,9.13%,0,22.91%
E7D9,TUXTLA GUTIERREZ,OTROS,CHIAPAS,7.87%,0,18.13%
E7D10,VILLAFLORES,OTROS,CHIAPAS,10.06%,0,25.29%
E8D6,CHIHUAHUA,OTROS,CHIHUAHUA,5.42%,0,12.53%
E8D8,CHIHUAHUA,OTROS,CHIHUAHUA,6.75%,0,14.81%
E8D7,CUAUHTEMOC,OTROS,CHIHUAHUA,6.57%,0,15.84%
E8D5,DELICIAS,OTROS,CHIHUAHUA,5.30%,0,14.48%
E8D9,HIDALGO DEL PARRAL,OTROS,CHIHUAHUA,7.97%,0,19.48%
E8D1,JUAREZ,OTROS,CHIHUAHUA,4.57%,0,10.55%
E8D2,JUAREZ,OTROS,CHIHUAHUA,6.96%,-0.64%,13.34%
E8D3,JUAREZ,OTROS,CHIHUAHUA,7.17%,-0.60%,13.70%
E8D4,JUAREZ,OTROS,CHIHUAHUA,6.50%,0,13.63%
E9D16,ALVARO OBREGON,OTROS,CIUDAD DE MÉXICO,3.75%,-0.13%,7.01%
E9D3,AZCAPOTZALCO,OTROS,CIUDAD DE MÉXICO,3.55%,-0.52%,6.96%
E9D15,BENITO JUAREZ,OTROS,CIUDAD DE MÉXICO,5.25%,-0.56%,10.12%
E9D23,COYOACAN,OTROS,CIUDAD DE MÉXICO,4.21%,0.31%,7.49%
E9D24,COYOACAN,OTROS,CIUDAD DE MÉXICO,4.02%,0,8.39%
E9D17,CUAJIMALPA DE MORELOS,OTROS,CIUDAD DE MÉXICO,4.51%,0,10.27%
E9D12,CUAUHTEMOC,OTROS,CIUDAD DE MÉXICO,4.97%,0,10.33%
E9D8,CUAUHTEMOC,OTROS,CIUDAD DE MÉXICO,4.48%,-0.67%,8.80%
E9D1,GUSTAVO A. MADERO,OTROS,CIUDAD DE MÉXICO,3.97%,0.36%,7.00%
E9D2,GUSTAVO A. MADERO,OTROS,CIUDAD DE MÉXICO,4.03%,-0.46%,7.80%
E9D7,GUSTAVO A. MADERO,OTROS,CIUDAD DE MÉXICO,4.04%,-0.49%,7.84%
E9D13,IZTACALCO,OTROS,CIUDAD DE MÉXICO,4.60%,0.57%,7.97%
E9D18,IZTAPALAPA,OTROS,CIUDAD DE MÉXICO,4.18%,0.81%,7.01%
E9D19,IZTAPALAPA,OTROS,CIUDAD DE MÉXICO,3.70%,0.95%,6.00%
E9D20,IZTAPALAPA,OTROS,CIUDAD DE MÉXICO,4.36%,0.80%,7.34%
E9D22,IZTAPALAPA,OTROS,CIUDAD DE MÉXICO,4.20%,1.89%,6.14%
E9D4,IZTAPALAPA,OTROS,CIUDAD DE MÉXICO,4.17%,1.44%,6.47%
E9D6,LA MAGDALENA CONTRERAS,OTROS,CIUDAD DE MÉXICO,4.26%,-0.63%,8.36%
E9D10,MIGUEL HIDALGO,OTROS,CIUDAD DE MÉXICO,4.21%,0,9.84%
E9D9,TLAHUAC,OTROS,CIUDAD DE MÉXICO,5.10%,0.05%,9.34%
E9D14,TLALPAN,OTROS,CIUDAD DE MÉXICO,4.44%,-0.49%,8.58%
E9D5,TLALPAN,OTROS,CIUDAD DE MÉXICO,4.98%,-0.94%,9.94%
E9D11,VENUSTIANO CARRANZA,OTROS,CIUDAD DE MÉXICO,4.09%,-0.19%,7.68%
E9D21,XOCHIMILCO,OTROS,CIUDAD DE MÉXICO,5.70%,-0.32%,10.74%
E5D3,MONCLOVA,OTROS,COAHUILA,2.40%,0,14.85%
E5D1,PIEDRAS NEGRAS,OTROS,COAHUILA,2.02%,0,13.28%
E5D4,SALTILLO,OTROS,COAHUILA,1.93%,0,14.84%
E5D7,SALTILLO,OTROS,COAHUILA,2.71%,0,15.26%
E5D2,SAN PEDRO,OTROS,COAHUILA,2.02%,0,13.46%
E5D5,TORREON,OTROS,COAHUILA,1.57%,0,11.65%
E5D6,TORREON,OTROS,COAHUILA,2.70%,0,14.23%
E6D1,COLIMA,OTROS,COLIMA,3.34%,0,9.49%
E6D2,MANZANILLO,OTROS,COLIMA,4.84%,0,12.88%
E10D2,GOMEZ PALACIO,OTROS,DURANGO,2.69%,0,12.38%
E10D3,GUADALUPE VICTORIA,OTROS,DURANGO,1.92%,0,9.14%
E10D1,VICTORIA DE DURANGO,OTROS,DURANGO,2.36%,0,10.83%
E10D4,VICTORIA DE DURANGO,OTROS,DURANGO,2.39%,0,8.13%
E11D14,ACAMBARO,OTROS,GUANAJUATO,4.02%,-0.51%,7.82%
E11D12,CELAYA,OTROS,GUANAJUATO,4.16%,0.03%,7.63%
E11D4,GUANAJUATO,OTROS,GUANAJUATO,4.78%,0,10.17%
E11D15,IRAPUATO,OTROS,GUANAJUATO,3.79%,0,7.65%
E11D9,IRAPUATO,OTROS,GUANAJUATO,3.45%,0,8.58%
E11D11,LEON,OTROS,GUANAJUATO,3.87%,0,9.49%
E11D3,LEON,OTROS,GUANAJUATO,3.99%,0,9.49%
E11D5,LEON,OTROS,GUANAJUATO,4.19%,0,9.03%
E11D6,LEON,OTROS,GUANAJUATO,3.90%,0,8.83%
E11D8,SALAMANCA,OTROS,GUANAJUATO,3.89%,-0.26%,7.37%
E11D7,SAN FRANCISCO DEL RINCON,OTROS,GUANAJUATO,5.20%,0,11.53%
E11D1,SAN LUIS DE LA PAZ,OTROS,GUANAJUATO,5.00%,-0.76%,9.84%
E11D2,SAN MIGUEL DE ALLENDE,OTROS,GUANAJUATO,4.33%,-0.17%,8.10%
E11D10,URIANGATO,OTROS,GUANAJUATO,4.84%,0,10.16%
E11D13,VALLE DE SANTIAGO,OTROS,GUANAJUATO,3.81%,0,7.95%
E12D4,ACAPULCO,OTROS,GUERRERO,2.71%,0,7.66%
E12D9,ACAPULCO,OTROS,GUERRERO,3.32%,0,10.14%
E12D8,AYUTLA DE LOS LIBRES,OTROS,GUERRERO,5.05%,-0.20%,9.45%
E12D1,CD. ALTAMIRANO,OTROS,GUERRERO,2.58%,0,9.96%
E12D6,CHILAPA,OTROS,GUERRERO,5.03%,0,10.81%
E12D7,CHILPANCINGO,OTROS,GUERRERO,3.92%,0,10.15%
E12D2,IGUALA,OTROS,GUERRERO,4.55%,0,10.50%
E12D5,TLAPA,OTROS,GUERRERO,4.62%,0,10.14%
E12D3,ZIHUATANEJO,OTROS,GUERRERO,3.76%,0,9.26%
E13D3,ACTOPAN,OTROS,HIDALGO,3.59%,0,9.67%
E13D1,HUEJUTLA DE REYES,OTROS,HIDALGO,5.53%,0,13.57%
E13D2,IXMIQUILPAN,OTROS,HIDALGO,3.95%,0,10.77%
E13D6,PACHUCA DE SOTO,OTROS,HIDALGO,3.62%,0,8.80%
E13D7,TEPEAPULCO,OTROS,HIDALGO,3.83%,0,8.92%
E13D5,TULA DE ALLENDE,OTROS,HIDALGO,4.18%,0,10.34%
E13D4,TULANCINGO DE BRAVO,OTROS,HIDALGO,4.51%,0,10.59%
E14D18,AUTLAN DE NAVARRO,OTROS,JALISCO,3.43%,0,11.11%
E14D19,CIUDAD GUZMAN,OTROS,JALISCO,3.01%,0,8.93%
E14D11,GUADALAJARA,OTROS,JALISCO,2.17%,0,8.28%
E14D14,GUADALAJARA,OTROS,JALISCO,2.32%,0,7.82%
E14D8,GUADALAJARA,OTROS,JALISCO,2.44%,0,9.41%
E14D9,GUADALAJARA,OTROS,JALISCO,2.50%,0,8.56%
E14D17,JOCOTEPEC,OTROS,JALISCO,1.76%,0,6.82%
E14D15,LA BARCA,OTROS,JALISCO,2.90%,0,9.02%
E14D2,LAGOS DE MORENO,OTROS,JALISCO,3.35%,0,10.52%
E14D5,PUERTO VALLARTA,OTROS,JALISCO,2.62%,0,9.96%
E14D12,SANTA CRUZ DE LAS FLORES,OTROS,JALISCO,1.95%,0,5.61%
E14D3,TEPATITLAN DE MORELOS,OTROS,JALISCO,3.09%,0,10.15%
E14D1,TEQUILA,OTROS,JALISCO,3.35%,0,8.32%
E14D13,TLAQUEPAQUE,OTROS,JALISCO,3.11%,0,9.35%
E14D16,TLAQUEPAQUE,OTROS,JALISCO,3.12%,0,9.73%
E14D20,TONALA,OTROS,JALISCO,4.24%,0,11.65%
E14D7,TONALA,OTROS,JALISCO,2.93%,0,9.45%
E14D10,ZAPOPAN,OTROS,JALISCO,3.45%,0,7.98%
E14D4,ZAPOPAN,OTROS,JALISCO,3.04%,0,9.89%
E14D6,ZAPOPAN,OTROS,JALISCO,3.98%,0,11.06%
E16D12,APATZINGAN DE LA CONSTITUCION,OTROS,MICHOACÁN,3.46%,0,7.70%
E16D6,CIUDAD HIDALGO,OTROS,MICHOACÁN,4.93%,0.30%,8.82%
E16D3,HEROICA ZITACUARO,OTROS,MICHOACÁN,4.18%,0,8.87%
E16D4,JIQUILPAN DE JUAREZ,OTROS,MICHOACÁN,4.29%,0,10.53%
E16D1,LAZARO CARDENAS,OTROS,MICHOACÁN,2.48%,0,7.19%
E16D10,MORELIA,OTROS,MICHOACÁN,5.78%,-0.77%,11.28%
E16D8,MORELIA,OTROS,MICHOACÁN,5.50%,-0.06%,10.16%
E16D11,PATZCUARO,OTROS,MICHOACÁN,4.49%,0,9.89%
E16D2,PURUANDIRO,OTROS,MICHOACÁN,4.00%,0,8.89%
E16D9,URUAPAN DEL PROGRESO,OTROS,MICHOACÁN,4.29%,-0.24%,8.09%
E16D7,ZACAPU,OTROS,MICHOACÁN,5.29%,-0.43%,10.10%
E16D5,ZAMORA DE HIDALGO,OTROS,MICHOACÁN,4.72%,0,10.36%
E17D3,CUAUTLA,OTROS,MORELOS,4.19%,0.47%,7.30%
E17D1,CUERNAVACA,OTROS,MORELOS,3.65%,-0.32%,6.99%
E17D2,JIUTEPEC,OTROS,MORELOS,3.25%,0.21%,5.81%
E17D4,JOJUTLA,OTROS,MORELOS,3.81%,-0.19%,7.17%
E17D5,YAUTEPEC,OTROS,MORELOS,4.92%,1.80%,7.54%
E15D21,AMECAMECA DE JUAREZ,OTROS,MÉXICO,4.12%,0,9.80%
E15D3,ATLACOMULCO DE FABELA,OTROS,MÉXICO,7.00%,-0.21%,13.06%
E15D20,CD. NEZAHUALCOYOTL,OTROS,MÉXICO,2.53%,0,6.77%
E15D29,CD. NEZAHUALCOYOTL,OTROS,MÉXICO,3.27%,0,7.04%
E15D31,CD. NEZAHUALCOYOTL,OTROS,MÉXICO,2.30%,0,5.37%
E15D33,CHALCO DE DIAZ COVARRUBIAS,OTROS,MÉXICO,5.02%,0.33%,8.95%
E15D25,CHIMALHUACAN,OTROS,MÉXICO,5.84%,0,12.65%
E15D30,CHIMALHUACAN,OTROS,MÉXICO,3.55%,0,7.91%
E15D14,CIUDAD ADOLFO LOPEZ MATEOS,OTROS,MÉXICO,3.91%,0,8.03%
